,en,en,en,en,en,en,en,en,en,en,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw
,Economy_of_Rwanda,Education_in_Rwanda,Kigali,Kinyarwanda,Louise_Mushikiwabo,Paul_Kagame,Rose_Kabuye,Rwanda,Rwanda,Umuganda,Agnes_Binagwaho,Ikinyarwanda,Kigali,Louise_Mushikiwabo,Paul_Kagame,Paul_Rusesabagina,Rose_Kabuye,Rwanda,Rwanda,Ubukungu_bw%27U_Rwanda,Uburezi_mu_Rwanda,Umuganda
2019-11-14,17.0,516.0,240.0,93.0,446.0,108.0,26.0,4166.0,,811.0,,,,,,1591.0,,154.0,25.0,30.0,40.0,
2019-11-15,11.0,325.0,187.0,60.0,439.0,80.0,17.0,3293.0,,640.0,,,,,,1322.0,,64.0,17.0,19.0,29.0,
2019-11-16,11.0,287.0,189.0,57.0,330.0,73.0,21.0,3136.0,,614.0,,,,,,1367.0,,91.0,28.0,50.0,17.0,
2019-11-17,9.0,326.0,155.0,63.0,403.0,78.0,24.0,3532.0,,684.0,,,,,,1361.0,,92.0,29.0,26.0,21.0,
2019-11-18,20.0,503.0,195.0,84.0,445.0,95.0,29.0,3784.0,,728.0,,,,,,1375.0,,89.0,25.0,29.0,13.0,
2019-11-19,17.0,593.0,227.0,77.0,523.0,107.0,23.0,3940.0,,872.0,,,,,,1298.0,,74.0,28.0,35.0,46.0,
2019-11-20,11.0,813.0,204.0,100.0,519.0,91.0,22.0,3943.0,,695.0,,,,,,1333.0,,101.0,19.0,28.0,34.0,
2019-11-21,10.0,656.0,217.0,62.0,553.0,103.0,26.0,3654.0,,624.0,,,,,,1328.0,,94.0,32.0,42.0,29.0,
2019-11-22,9.0,367.0,184.0,66.0,528.0,98.0,27.0,3674.0,,668.0,,,,,,1359.0,,105.0,22.0,18.0,32.0,
2019-11-23,14.0,233.0,153.0,80.0,419.0,68.0,89.0,3508.0,,591.0,,,,,,1060.0,,75.0,29.0,41.0,31.0,
2019-11-24,11.0,278.0,179.0,53.0,490.0,62.0,60.0,3789.0,,636.0,,,,,,1220.0,,80.0,29.0,22.0,29.0,
2019-11-25,11.0,511.0,196.0,57.0,556.0,124.0,123.0,3775.0,,1331.0,,,,,,1316.0,,94.0,29.0,41.0,26.0,
2019-11-26,8.0,297.0,190.0,69.0,568.0,86.0,94.0,3998.0,,694.0,,,,,,1315.0,,76.0,25.0,33.0,31.0,
2019-11-27,7.0,378.0,208.0,115.0,587.0,111.0,25.0,3982.0,,695.0,,,,,,1391.0,,102.0,37.0,23.0,21.0,
2019-11-28,10.0,319.0,168.0,82.0,443.0,107.0,16.0,3612.0,,681.0,,,,,,1274.0,,129.0,18.0,32.0,28.0,
2019-11-29,9.0,289.0,186.0,73.0,474.0,82.0,54.0,3626.0,,686.0,,,,,,1182.0,,104.0,23.0,28.0,20.0,
2019-11-30,11.0,214.0,188.0,67.0,398.0,85.0,27.0,3518.0,,665.0,,,,,,1171.0,,63.0,15.0,29.0,18.0,
2019-12-01,13.0,258.0,196.0,73.0,477.0,84.0,30.0,3699.0,,681.0,,,,,,1171.0,,73.0,21.0,22.0,20.0,
2019-12-02,15.0,326.0,186.0,63.0,544.0,101.0,36.0,3726.0,,700.0,,,,,,1255.0,,75.0,23.0,36.0,25.0,
2019-12-03,14.0,296.0,232.0,75.0,587.0,114.0,34.0,3817.0,,650.0,,,,,,1330.0,,90.0,22.0,28.0,13.0,
2019-12-04,11.0,330.0,199.0,70.0,463.0,106.0,25.0,4412.0,,737.0,,,,,,1285.0,,70.0,39.0,23.0,12.0,
2019-12-05,10.0,343.0,253.0,72.0,544.0,146.0,55.0,4355.0,,742.0,,,,,,1641.0,,102.0,20.0,22.0,16.0,
2019-12-06,19.0,249.0,197.0,68.0,416.0,94.0,32.0,3490.0,,540.0,,,,,,1091.0,,81.0,25.0,15.0,22.0,
2019-12-07,13.0,213.0,162.0,94.0,304.0,80.0,21.0,3269.0,,686.0,,,,,,1079.0,,68.0,20.0,31.0,41.0,
2019-12-08,12.0,232.0,166.0,80.0,368.0,83.0,25.0,4028.0,,588.0,,,,,,1221.0,,77.0,20.0,25.0,17.0,
2019-12-09,16.0,302.0,207.0,56.0,415.0,107.0,31.0,3863.0,,684.0,,,,,,1321.0,,56.0,41.0,31.0,11.0,
2019-12-10,9.0,316.0,204.0,71.0,466.0,101.0,16.0,3934.0,,658.0,,,,,,1274.0,,163.0,22.0,30.0,10.0,
2019-12-11,8.0,319.0,218.0,70.0,418.0,121.0,18.0,4035.0,,634.0,,,,,,1286.0,,93.0,28.0,38.0,21.0,
2019-12-12,14.0,320.0,190.0,68.0,454.0,95.0,30.0,3434.0,,615.0,,,,,,1126.0,,66.0,20.0,23.0,23.0,
2019-12-13,10.0,266.0,196.0,85.0,474.0,103.0,13.0,3291.0,,531.0,,,,,,1079.0,,99.0,28.0,30.0,26.0,
2019-12-14,9.0,239.0,168.0,57.0,349.0,70.0,33.0,2972.0,,509.0,,,,,,1061.0,,91.0,19.0,27.0,13.0,
2019-12-15,11.0,248.0,207.0,37.0,340.0,67.0,18.0,3742.0,,584.0,,,,,,1157.0,,71.0,33.0,30.0,15.0,
2019-12-16,10.0,233.0,186.0,56.0,412.0,76.0,20.0,3540.0,,638.0,,,,,,1271.0,,89.0,19.0,28.0,22.0,
2019-12-17,12.0,327.0,273.0,62.0,514.0,127.0,15.0,4043.0,,794.0,,,,,,1364.0,,86.0,21.0,31.0,18.0,
2019-12-18,14.0,262.0,253.0,58.0,476.0,165.0,23.0,3976.0,,825.0,,,,,,1295.0,,67.0,32.0,11.0,15.0,
2019-12-19,26.0,240.0,204.0,73.0,514.0,62.0,19.0,3164.0,,604.0,,,,,,1167.0,,88.0,19.0,21.0,14.0,
2019-12-20,13.0,254.0,198.0,64.0,384.0,76.0,14.0,3042.0,,561.0,,,,,,1150.0,,63.0,24.0,42.0,9.0,
2019-12-21,15.0,179.0,147.0,50.0,280.0,52.0,23.0,2863.0,,516.0,,,,,,1018.0,,53.0,14.0,16.0,18.0,
2019-12-22,16.0,193.0,163.0,91.0,308.0,58.0,18.0,2979.0,,567.0,,,,,,1075.0,,69.0,19.0,22.0,15.0,
2019-12-23,9.0,199.0,151.0,77.0,392.0,65.0,17.0,3229.0,,676.0,,,,,,1030.0,,61.0,18.0,14.0,9.0,
2019-12-24,13.0,151.0,149.0,66.0,365.0,68.0,17.0,2930.0,,633.0,,,,,,2093.0,,96.0,20.0,19.0,19.0,
2019-12-25,15.0,261.0,146.0,47.0,341.0,46.0,10.0,3073.0,,698.0,,,,,,1179.0,,85.0,19.0,19.0,12.0,
2019-12-26,9.0,155.0,177.0,60.0,284.0,75.0,15.0,3397.0,,697.0,,,,,,1122.0,,61.0,33.0,20.0,25.0,
2019-12-27,9.0,199.0,156.0,83.0,277.0,46.0,18.0,3260.0,,625.0,,,,,,1117.0,,67.0,27.0,22.0,17.0,
2019-12-28,22.0,201.0,192.0,68.0,301.0,67.0,14.0,3387.0,,560.0,,,,,,1556.0,,87.0,28.0,22.0,17.0,
2019-12-29,9.0,223.0,173.0,69.0,344.0,45.0,26.0,4232.0,,659.0,,,,,,1326.0,,92.0,30.0,13.0,17.0,
2019-12-30,8.0,225.0,198.0,66.0,492.0,125.0,11.0,3530.0,,699.0,,,,,,1294.0,,100.0,23.0,21.0,126.0,
2019-12-31,13.0,177.0,138.0,67.0,282.0,93.0,10.0,3215.0,,593.0,,,,,,1121.0,,98.0,37.0,46.0,34.0,
2020-01-01,17.0,254.0,160.0,80.0,437.0,66.0,7.0,4080.0,,628.0,,,,,,1249.0,,48.0,43.0,25.0,10.0,
2020-01-02,5.0,227.0,165.0,69.0,457.0,103.0,16.0,3783.0,,737.0,,,,,,1358.0,,73.0,28.0,32.0,40.0,
2020-01-03,12.0,238.0,187.0,66.0,336.0,97.0,12.0,3668.0,,652.0,,,,,,1196.0,,59.0,31.0,16.0,21.0,
2020-01-04,9.0,229.0,182.0,50.0,428.0,77.0,10.0,3570.0,,586.0,,,,,,1257.0,,76.0,28.0,23.0,16.0,
2020-01-05,6.0,255.0,158.0,68.0,710.0,91.0,16.0,3862.0,,634.0,,,,,,1580.0,,88.0,24.0,24.0,13.0,
2020-01-06,17.0,282.0,223.0,52.0,419.0,88.0,81.0,5590.0,,2124.0,,,,,,1476.0,,73.0,24.0,16.0,31.0,
2020-01-07,15.0,289.0,225.0,70.0,745.0,80.0,23.0,4235.0,,1128.0,,,,,,1264.0,,66.0,22.0,26.0,24.0,
2020-01-08,10.0,242.0,201.0,68.0,473.0,68.0,7.0,4039.0,,715.0,,,,,,1118.0,,65.0,24.0,47.0,9.0,
2020-01-09,20.0,261.0,241.0,60.0,410.0,114.0,21.0,3951.0,,792.0,,,,,,1229.0,,50.0,21.0,26.0,11.0,
2020-01-10,20.0,291.0,238.0,86.0,514.0,81.0,19.0,3740.0,,675.0,,,,,,1118.0,,42.0,28.0,40.0,18.0,
2020-01-11,11.0,187.0,195.0,79.0,575.0,56.0,14.0,3533.0,,682.0,,,,,,1071.0,,32.0,16.0,27.0,8.0,
2020-01-12,10.0,216.0,205.0,113.0,370.0,70.0,18.0,3936.0,,856.0,,,,,,1213.0,,46.0,19.0,37.0,14.0,
2020-01-13,14.0,245.0,218.0,89.0,462.0,99.0,13.0,3909.0,,677.0,,,,,,1134.0,,44.0,16.0,31.0,11.0,
2020-01-14,7.0,251.0,191.0,79.0,478.0,134.0,22.0,3789.0,,705.0,,,,,,1211.0,,51.0,16.0,36.0,16.0,
2020-01-15,16.0,289.0,234.0,66.0,387.0,90.0,26.0,3607.0,23.0,688.0,,,,,,1108.0,,51.0,31.0,38.0,8.0,
2020-01-16,7.0,272.0,247.0,74.0,522.0,98.0,21.0,3909.0,98.0,826.0,,,,,,1100.0,,98.0,20.0,56.0,9.0,
2020-01-17,11.0,263.0,232.0,74.0,469.0,79.0,19.0,3918.0,23.0,660.0,,,,,,1252.0,,58.0,18.0,23.0,11.0,
2020-01-18,14.0,211.0,179.0,61.0,387.0,73.0,132.0,3973.0,21.0,658.0,,,,,,1183.0,,46.0,27.0,31.0,7.0,
2020-01-19,11.0,210.0,181.0,66.0,369.0,51.0,8.0,3917.0,15.0,635.0,,,,,,1252.0,,52.0,23.0,47.0,5.0,
2020-01-20,11.0,265.0,212.0,84.0,409.0,80.0,20.0,4262.0,14.0,676.0,,,,,,1329.0,,60.0,30.0,48.0,13.0,
2020-01-21,17.0,300.0,219.0,71.0,699.0,56.0,18.0,4527.0,23.0,812.0,,,,,,1562.0,,58.0,23.0,43.0,12.0,
2020-01-22,11.0,316.0,227.0,85.0,452.0,92.0,15.0,4276.0,12.0,761.0,,,,,,1446.0,,36.0,30.0,33.0,8.0,
2020-01-23,3.0,269.0,226.0,59.0,592.0,65.0,26.0,4476.0,13.0,754.0,,,,,,1397.0,,41.0,27.0,39.0,6.0,
2020-01-24,11.0,255.0,254.0,66.0,424.0,73.0,28.0,4166.0,25.0,647.0,,,,,,1232.0,,47.0,23.0,26.0,12.0,
2020-01-25,16.0,189.0,201.0,59.0,409.0,72.0,14.0,3725.0,14.0,696.0,,,,,,1158.0,,51.0,26.0,28.0,15.0,
2020-01-26,14.0,243.0,169.0,58.0,418.0,61.0,20.0,3719.0,17.0,771.0,,,,,,1096.0,,45.0,27.0,25.0,10.0,
2020-01-27,18.0,219.0,279.0,67.0,553.0,105.0,19.0,4121.0,15.0,687.0,,,,,,1165.0,,56.0,40.0,28.0,9.0,
2020-01-28,13.0,278.0,276.0,55.0,542.0,73.0,26.0,4297.0,15.0,723.0,,,,,,1174.0,,43.0,28.0,30.0,6.0,
2020-01-29,100.0,385.0,722.0,96.0,495.0,67.0,33.0,6565.0,26.0,1083.0,,,,,,2263.0,,47.0,25.0,29.0,9.0,
2020-01-30,57.0,302.0,398.0,67.0,501.0,83.0,20.0,5164.0,19.0,878.0,,,,,,1824.0,,44.0,13.0,37.0,15.0,
2020-01-31,33.0,281.0,284.0,61.0,440.0,102.0,24.0,4456.0,11.0,846.0,,,,,,1547.0,,60.0,22.0,31.0,7.0,
2020-02-01,21.0,211.0,191.0,67.0,375.0,51.0,11.0,3887.0,10.0,662.0,,,,,,1204.0,,39.0,31.0,27.0,10.0,
2020-02-02,14.0,255.0,242.0,52.0,766.0,58.0,17.0,3971.0,13.0,721.0,,,,,,1259.0,,52.0,27.0,27.0,8.0,
2020-02-03,12.0,269.0,224.0,51.0,776.0,98.0,19.0,3909.0,7.0,805.0,,,,,,1235.0,,68.0,16.0,34.0,5.0,
2020-02-04,15.0,273.0,263.0,63.0,483.0,57.0,24.0,4088.0,13.0,760.0,,,,,,1297.0,,44.0,32.0,36.0,6.0,
2020-02-05,19.0,276.0,223.0,62.0,592.0,91.0,24.0,4044.0,6.0,778.0,,,,,,1338.0,,57.0,26.0,28.0,17.0,
2020-02-06,13.0,264.0,236.0,65.0,589.0,80.0,50.0,4103.0,2.0,773.0,,,,,,1257.0,,56.0,16.0,33.0,12.0,
2020-02-07,14.0,538.0,205.0,61.0,431.0,94.0,37.0,3782.0,2.0,720.0,,,,,,1080.0,,63.0,9.0,20.0,10.0,
2020-02-08,7.0,196.0,180.0,56.0,426.0,74.0,23.0,3471.0,8.0,733.0,,,,,,1078.0,,56.0,12.0,44.0,14.0,
2020-02-09,18.0,288.0,228.0,64.0,461.0,82.0,19.0,4336.0,8.0,735.0,,,,,,1281.0,,65.0,32.0,34.0,19.0,
2020-02-10,11.0,279.0,242.0,66.0,597.0,101.0,15.0,4254.0,5.0,710.0,,,,,,1258.0,,61.0,19.0,32.0,10.0,
2020-02-11,10.0,274.0,226.0,66.0,594.0,100.0,25.0,4079.0,1.0,771.0,,,,,,1805.0,,73.0,18.0,38.0,10.0,
2020-02-12,17.0,277.0,243.0,81.0,483.0,100.0,29.0,3762.0,6.0,707.0,,,,,,1324.0,,80.0,14.0,31.0,8.0,
2020-02-13,14.0,297.0,229.0,78.0,491.0,88.0,28.0,3615.0,11.0,698.0,,,,,,1168.0,,53.0,12.0,20.0,8.0,
2020-02-14,12.0,243.0,219.0,76.0,430.0,109.0,58.0,3594.0,3.0,688.0,,,,,,1136.0,,63.0,40.0,22.0,11.0,
2020-02-15,17.0,190.0,174.0,56.0,571.0,104.0,46.0,3354.0,4.0,679.0,,,,,,1068.0,,70.0,19.0,39.0,6.0,
2020-02-16,21.0,230.0,204.0,83.0,740.0,78.0,31.0,4906.0,5.0,809.0,,,,,,1428.0,,82.0,25.0,30.0,11.0,
2020-02-17,27.0,239.0,217.0,90.0,466.0,133.0,51.0,4252.0,2.0,811.0,,,,,,1749.0,,108.0,95.0,43.0,17.0,
2020-02-18,15.0,299.0,226.0,58.0,442.0,134.0,35.0,3979.0,12.0,810.0,,,,,,1595.0,,84.0,46.0,36.0,37.0,
2020-02-19,20.0,262.0,216.0,68.0,445.0,136.0,31.0,3823.0,7.0,723.0,,,,,,1469.0,,74.0,36.0,37.0,43.0,
2020-02-20,23.0,304.0,234.0,58.0,588.0,101.0,25.0,4857.0,14.0,707.0,,,,,,1565.0,,65.0,50.0,53.0,19.0,
2020-02-21,17.0,293.0,228.0,57.0,476.0,73.0,27.0,4081.0,12.0,726.0,,,,,,1645.0,,66.0,29.0,30.0,30.0,
2020-02-22,11.0,221.0,146.0,62.0,380.0,65.0,31.0,3651.0,11.0,696.0,,,,,,1426.0,,54.0,51.0,27.0,16.0,
2020-02-23,23.0,262.0,198.0,68.0,391.0,86.0,26.0,4245.0,8.0,689.0,,,,,,1303.0,,47.0,40.0,36.0,24.0,
2020-02-24,9.0,298.0,206.0,67.0,462.0,134.0,33.0,4144.0,11.0,714.0,,,,,,1432.0,,50.0,18.0,30.0,13.0,
2020-02-25,11.0,271.0,192.0,73.0,484.0,131.0,30.0,4156.0,5.0,693.0,,,,,,1336.0,,65.0,18.0,40.0,17.0,
2020-02-26,11.0,287.0,251.0,51.0,539.0,115.0,26.0,3938.0,10.0,619.0,,,,,,1269.0,,81.0,17.0,39.0,5.0,
2020-02-27,14.0,297.0,388.0,62.0,608.0,83.0,40.0,3881.0,8.0,669.0,,,,,,1196.0,,92.0,34.0,35.0,16.0,
2020-02-28,12.0,251.0,409.0,60.0,454.0,89.0,25.0,3575.0,11.0,622.0,,,,,,1131.0,,78.0,27.0,48.0,11.0,
2020-02-29,25.0,219.0,264.0,38.0,377.0,84.0,10.0,3270.0,12.0,571.0,,,,,,1103.0,,73.0,28.0,30.0,12.0,
2020-03-01,20.0,240.0,266.0,62.0,400.0,46.0,26.0,3511.0,5.0,633.0,,,,,,1119.0,,78.0,28.0,44.0,22.0,
2020-03-02,15.0,276.0,293.0,52.0,683.0,84.0,29.0,3868.0,11.0,646.0,,,,,,2025.0,,82.0,25.0,36.0,19.0,
2020-03-03,10.0,241.0,283.0,69.0,432.0,105.0,37.0,3617.0,8.0,665.0,,,,,,1197.0,,75.0,18.0,39.0,13.0,
2020-03-04,9.0,263.0,244.0,77.0,448.0,110.0,18.0,3601.0,13.0,646.0,,,,,,1128.0,,79.0,15.0,41.0,16.0,
2020-03-05,11.0,278.0,272.0,60.0,543.0,119.0,19.0,3535.0,6.0,570.0,,,,,,1211.0,,57.0,28.0,22.0,9.0,
2020-03-06,12.0,210.0,266.0,60.0,543.0,81.0,48.0,3527.0,11.0,626.0,,,,,,1144.0,,73.0,9.0,20.0,9.0,
2020-03-07,20.0,180.0,190.0,41.0,519.0,43.0,83.0,3324.0,7.0,585.0,,,,,,1099.0,,52.0,26.0,27.0,12.0,
2020-03-08,17.0,229.0,198.0,66.0,416.0,56.0,96.0,3549.0,10.0,569.0,,,,,,1092.0,,73.0,14.0,28.0,12.0,
2020-03-09,4.0,258.0,250.0,54.0,456.0,92.0,62.0,3721.0,4.0,604.0,,,,,,1157.0,,55.0,10.0,30.0,8.0,
2020-03-10,13.0,268.0,226.0,77.0,468.0,87.0,55.0,4050.0,12.0,641.0,,,,,,1210.0,,47.0,19.0,36.0,9.0,
2020-03-11,18.0,307.0,263.0,49.0,551.0,122.0,46.0,3864.0,8.0,614.0,,,,,,1184.0,,46.0,20.0,28.0,11.0,
2020-03-12,12.0,280.0,219.0,65.0,570.0,100.0,49.0,4020.0,6.0,577.0,,,,,,1162.0,,54.0,26.0,48.0,10.0,
2020-03-13,10.0,267.0,201.0,54.0,350.0,83.0,51.0,3530.0,7.0,540.0,,,,,,974.0,,47.0,40.0,33.0,7.0,
2020-03-14,15.0,180.0,228.0,84.0,314.0,82.0,28.0,3668.0,7.0,532.0,,,,,,981.0,,60.0,6.0,29.0,15.0,
2020-03-15,12.0,249.0,220.0,103.0,389.0,34.0,40.0,4874.0,5.0,620.0,,,,,,1253.0,,73.0,25.0,28.0,11.0,
2020-03-16,13.0,238.0,236.0,66.0,343.0,68.0,36.0,3432.0,3.0,528.0,,,,,,1375.0,,58.0,15.0,40.0,15.0,
2020-03-17,18.0,218.0,231.0,78.0,322.0,64.0,30.0,3152.0,7.0,628.0,,,,,,1019.0,,72.0,17.0,31.0,8.0,
2020-03-18,12.0,198.0,216.0,116.0,301.0,64.0,33.0,3347.0,4.0,631.0,,,,,,1098.0,,90.0,12.0,31.0,18.0,
2020-03-19,14.0,202.0,234.0,81.0,328.0,70.0,46.0,3225.0,3.0,559.0,,,,,,1035.0,,76.0,12.0,30.0,12.0,
2020-03-20,13.0,207.0,204.0,122.0,307.0,47.0,28.0,3174.0,6.0,505.0,,,,,,929.0,,58.0,9.0,23.0,8.0,
2020-03-21,9.0,189.0,200.0,80.0,877.0,35.0,23.0,3637.0,4.0,669.0,,,,,,1152.0,,83.0,12.0,21.0,8.0,
2020-03-22,26.0,249.0,210.0,72.0,812.0,40.0,30.0,4363.0,3.0,646.0,,,,,,1467.0,,66.0,6.0,33.0,11.0,
2020-03-23,22.0,254.0,246.0,71.0,471.0,72.0,24.0,4095.0,3.0,582.0,,,,,,1271.0,,80.0,11.0,43.0,9.0,
2020-03-24,16.0,264.0,227.0,69.0,392.0,81.0,16.0,4394.0,15.0,631.0,,,,,,1259.0,,83.0,11.0,22.0,13.0,
2020-03-25,13.0,269.0,292.0,95.0,377.0,69.0,39.0,11198.0,7.0,1109.0,,,,,,1291.0,,98.0,10.0,36.0,14.0,
2020-03-26,8.0,298.0,240.0,83.0,417.0,89.0,29.0,4615.0,8.0,751.0,,,,,,1424.0,,99.0,20.0,33.0,13.0,
2020-03-27,11.0,251.0,222.0,64.0,354.0,77.0,19.0,4285.0,8.0,742.0,,,,,,1303.0,,96.0,11.0,26.0,9.0,
2020-03-28,21.0,286.0,206.0,61.0,435.0,45.0,26.0,4155.0,15.0,665.0,,,,,,1484.0,,64.0,13.0,45.0,7.0,
2020-03-29,6.0,360.0,223.0,55.0,998.0,49.0,27.0,5033.0,9.0,829.0,,,,,,2040.0,,77.0,12.0,35.0,9.0,
2020-03-30,11.0,337.0,240.0,56.0,967.0,68.0,26.0,4826.0,11.0,730.0,,,,,,1870.0,,60.0,9.0,36.0,11.0,
2020-03-31,8.0,287.0,199.0,59.0,471.0,65.0,43.0,4566.0,5.0,666.0,,,,,,1533.0,,75.0,7.0,37.0,17.0,
2020-04-01,15.0,247.0,231.0,74.0,747.0,76.0,26.0,4437.0,13.0,616.0,,,,,,1518.0,,78.0,11.0,43.0,20.0,
2020-04-02,14.0,305.0,257.0,78.0,566.0,92.0,29.0,4569.0,11.0,631.0,,,,,,1581.0,,72.0,19.0,43.0,17.0,
2020-04-03,12.0,257.0,281.0,92.0,442.0,108.0,41.0,4985.0,10.0,612.0,,,,,,1457.0,,82.0,12.0,35.0,15.0,
2020-04-04,16.0,316.0,246.0,55.0,500.0,60.0,23.0,4206.0,9.0,645.0,,,,,,1495.0,,74.0,20.0,44.0,19.0,
2020-04-05,25.0,325.0,227.0,91.0,908.0,102.0,23.0,6814.0,2.0,928.0,,,,,,2504.0,,71.0,18.0,34.0,16.0,
2020-04-06,16.0,360.0,236.0,105.0,816.0,94.0,39.0,6395.0,9.0,935.0,,,,,,2415.0,,123.0,8.0,71.0,8.0,
2020-04-07,32.0,352.0,280.0,109.0,605.0,84.0,31.0,6344.0,10.0,893.0,,,,,,2540.0,,90.0,15.0,42.0,13.0,
2020-04-08,30.0,320.0,323.0,75.0,515.0,81.0,28.0,5390.0,4.0,782.0,,,,,,2070.0,,72.0,13.0,47.0,12.0,
2020-04-09,24.0,342.0,259.0,92.0,494.0,57.0,46.0,4856.0,7.0,677.0,,,,,,1768.0,,110.0,25.0,42.0,10.0,
2020-04-10,37.0,307.0,260.0,126.0,541.0,69.0,43.0,4916.0,8.0,651.0,,,,,,1893.0,,74.0,16.0,39.0,17.0,
2020-04-11,22.0,271.0,205.0,86.0,466.0,68.0,28.0,5087.0,8.0,693.0,,,,,,1909.0,,92.0,12.0,47.0,16.0,
2020-04-12,32.0,380.0,266.0,103.0,519.0,56.0,43.0,5437.0,5.0,739.0,,,,,,1950.0,,63.0,23.0,24.0,18.0,
2020-04-13,31.0,350.0,330.0,125.0,607.0,73.0,53.0,5574.0,36.0,746.0,,,,,,2023.0,,69.0,20.0,68.0,21.0,
2020-04-14,25.0,348.0,336.0,83.0,630.0,56.0,33.0,4784.0,10.0,650.0,,,,,,1893.0,,93.0,14.0,69.0,10.0,
2020-04-15,20.0,362.0,316.0,79.0,754.0,103.0,27.0,4862.0,6.0,674.0,,,,,,1826.0,,50.0,20.0,66.0,14.0,
2020-04-16,23.0,299.0,312.0,76.0,416.0,111.0,35.0,4570.0,16.0,690.0,,,,,,1739.0,,70.0,29.0,51.0,10.0,
2020-04-17,30.0,350.0,275.0,62.0,451.0,91.0,117.0,6321.0,12.0,1212.0,,,,,,1842.0,,70.0,27.0,54.0,23.0,
2020-04-18,11.0,312.0,236.0,87.0,527.0,81.0,33.0,4479.0,14.0,621.0,,,,,,1808.0,,91.0,23.0,48.0,18.0,
2020-04-19,17.0,306.0,265.0,85.0,527.0,68.0,50.0,4734.0,12.0,738.0,,,,,,2043.0,,60.0,29.0,40.0,11.0,
2020-04-20,27.0,354.0,505.0,77.0,509.0,95.0,42.0,4598.0,5.0,669.0,,,,,,2093.0,,77.0,21.0,50.0,16.0,
2020-04-21,25.0,339.0,289.0,85.0,1031.0,72.0,64.0,4728.0,19.0,695.0,,,,,,2449.0,,52.0,30.0,44.0,16.0,
2020-04-22,20.0,297.0,267.0,98.0,540.0,65.0,57.0,4844.0,10.0,709.0,,,,,,2359.0,,90.0,53.0,44.0,23.0,
2020-04-23,23.0,307.0,274.0,165.0,466.0,51.0,69.0,4565.0,12.0,694.0,,,,,,2175.0,,66.0,15.0,52.0,9.0,
2020-04-24,19.0,271.0,295.0,223.0,465.0,85.0,52.0,4416.0,13.0,642.0,,,,,,2091.0,,74.0,19.0,38.0,10.0,
2020-04-25,31.0,253.0,247.0,125.0,474.0,87.0,34.0,4380.0,12.0,644.0,,,,,,2125.0,,75.0,25.0,35.0,23.0,
2020-04-26,27.0,320.0,256.0,122.0,545.0,59.0,23.0,4592.0,9.0,696.0,,,,,,2245.0,,42.0,25.0,39.0,36.0,
2020-04-27,35.0,323.0,287.0,102.0,462.0,63.0,33.0,4564.0,9.0,656.0,,,,,,2677.0,,67.0,32.0,76.0,22.0,
2020-04-28,24.0,293.0,297.0,82.0,419.0,70.0,53.0,4578.0,12.0,738.0,,,,,,1963.0,,64.0,20.0,40.0,16.0,
2020-04-29,22.0,316.0,300.0,71.0,488.0,71.0,31.0,4172.0,6.0,727.0,,,,,,1722.0,,62.0,21.0,46.0,18.0,
2020-04-30,10.0,262.0,311.0,61.0,524.0,105.0,35.0,4356.0,5.0,809.0,,,,,,1573.0,,58.0,22.0,59.0,21.0,
2020-05-01,36.0,263.0,261.0,87.0,474.0,103.0,122.0,4596.0,8.0,775.0,,,,,,1589.0,,64.0,15.0,49.0,17.0,
2020-05-02,35.0,246.0,256.0,84.0,476.0,61.0,46.0,4396.0,7.0,588.0,,,,,,1587.0,,83.0,28.0,42.0,19.0,
2020-05-03,29.0,248.0,232.0,85.0,766.0,63.0,45.0,4400.0,20.0,669.0,,,,,,1686.0,,62.0,22.0,30.0,12.0,
2020-05-04,20.0,244.0,237.0,74.0,552.0,76.0,56.0,4302.0,12.0,740.0,,,,,,1651.0,,64.0,18.0,32.0,27.0,
2020-05-05,28.0,275.0,262.0,56.0,828.0,54.0,41.0,4463.0,8.0,781.0,,,,,,1678.0,,59.0,14.0,49.0,21.0,
2020-05-06,20.0,319.0,267.0,67.0,497.0,83.0,33.0,4099.0,9.0,739.0,,,,,,1579.0,,53.0,13.0,35.0,27.0,
2020-05-07,14.0,274.0,247.0,74.0,461.0,76.0,25.0,4042.0,78.0,655.0,,,,,,1544.0,,84.0,14.0,24.0,32.0,
2020-05-08,11.0,226.0,193.0,52.0,467.0,59.0,30.0,3833.0,26.0,619.0,,,,,,1410.0,,76.0,19.0,20.0,21.0,
2020-05-09,14.0,205.0,172.0,67.0,490.0,50.0,29.0,3740.0,31.0,1148.0,,,,,,1550.0,,41.0,18.0,33.0,15.0,
2020-05-10,9.0,291.0,216.0,70.0,491.0,64.0,25.0,3860.0,20.0,960.0,,,,,,1528.0,,62.0,12.0,34.0,22.0,
2020-05-11,20.0,248.0,236.0,48.0,444.0,51.0,32.0,3938.0,17.0,991.0,,,,,,1498.0,,65.0,19.0,22.0,13.0,
2020-05-12,17.0,299.0,229.0,63.0,421.0,47.0,22.0,3852.0,8.0,669.0,,,,,,1416.0,,55.0,9.0,32.0,21.0,
2020-05-13,16.0,271.0,283.0,49.0,477.0,58.0,37.0,3920.0,7.0,611.0,,,,,,1412.0,,64.0,9.0,33.0,9.0,
2020-05-14,20.0,247.0,229.0,75.0,477.0,61.0,29.0,3984.0,10.0,688.0,,,,,,1456.0,,47.0,14.0,29.0,13.0,
